Time,#Frame,Speed_X,Speed_Y,Speed_Z,Speed_Mag,Angular_Speed_X,Angular_Speed_Y,Angular_Speed_Z,Angular_Speed_Mag,Center_of_mass_X,Center_of_mass_Y,Center_of_mass_Z,
06-55-27-662, 58417, 0, 0, 0, 0,0, 0, 0, 0, 0, 0, 0
06-55-27-687, 58418, 0, -0.002703667, 0, 0.002703667,0, 0, 0, 0, 0, 0, 0
06-55-27-688, 58419, 0, -0.005407333, 0, 0.005407333,0, 0, 0, 0, 0, 0, 0
06-55-27-689, 58420, 0, -0.1231275, 0, 0.1231275,0, 0, 0, 0, 0, 0, 0
06-55-27-691, 58421, 0, -0.1231275, 0, 0.1231275,0, 0, 0, 0, 0, 0, 0
06-55-27-691, 58422, 0, -0.1231275, 0, 0.1231275,0, 0, 0, 0, 0, 0, 0
06-55-27-692, 58423, 0, -0.1231275, 0, 0.1231275,0, 0, 0, 0, 0, 0, 0
06-55-27-692, 58424, 0, -0.1231275, 0, 0.1231275,0, 0, 0, 0, 0, 0, 0
06-55-27-692, 58425, 0, -0.1231275, 0, 0.1231275,0, 0, 0, 0, 0, 0, 0
06-55-27-734, 58426, 0, -0.1231275, 0, 0.1231275,0, 0, 0, 0, 0, 0, 0
06-55-27-742, 58427, 0, -0.6215935, 0, 0.6215935,0, 0, 0, 0, 0, 0, 0
06-55-27-750, 58428, 0, -0.6434245, 0, 0.6434245,0, 0, 0, 0, 0, 0, 0
06-55-27-771, 58429, 0, -0.6594353, 0, 0.6594353,0, 0, 0, 0, 0, 0, 0
06-55-27-772, 58430, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-772, 58431, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-773, 58432, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-773, 58433, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-773, 58434, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-773, 58435, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-774, 58436, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-774, 58437, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-774, 58438, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-775, 58439, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-779, 58440, 0, -0.7974758, 0, 0.7974758,0, 0, 0, 0, 0, 0, 0
06-55-27-779, 58441, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-779, 58442, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-780, 58443, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-780, 58444, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-780, 58445, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-781, 58446, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-781, 58447, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-781, 58448, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-781, 58449, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-782, 58450, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-782, 58451, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-782, 58452, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-783, 58453, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-783, 58454, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-783, 58455, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-784, 58456, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-784, 58457, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-784, 58458, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-784, 58459, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-785, 58460, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-785, 58461, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-785, 58462, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-786, 58463, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-786, 58464, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-786, 58465, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-787, 58466, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-787, 58467, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-787, 58468, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
06-55-27-787, 58469, 0, -0.8005648, 0, 0.8005648,0, 0, 0, 0, 0, 0, 0
